,timestamp,oi,notional,datetime
4482,1673903400,98627.78400000,2096116567.79520000,2023-01-17 05:10:00
4483,1673903100,98546.88000000,2094416840.64000000,2023-01-17 05:05:00
4484,1673902800,98366.74400000,2094562426.68960000,2023-01-17 05:00:00
4485,1673902500,98333.70400000,2096934458.35189150,2023-01-17 04:55:00
4486,1673902200,98487.21200000,2097764871.38825270,2023-01-17 04:50:00
4487,1673901900,98507.25000000,2097416367.00000000,2023-01-17 04:45:00
4488,1673901600,98491.48600000,2096117278.91037340,2023-01-17 04:40:00
4489,1673901300,99233.62700000,2124878508.29866360,2023-01-17 04:35:00
4490,1673901000,98932.74000000,2112312931.74000000,2023-01-17 04:30:00
4491,1673900700,98717.95900000,2102230665.42859960,2023-01-17 04:25:00
4492,1673900400,98599.78600000,2101210739.55300000,2023-01-17 04:20:00
4493,1673900100,98146.29000000,2086166917.38933920,2023-01-17 04:15:00
4494,1673899800,98516.72300000,2097812585.14233780,2023-01-17 04:10:00
4495,1673899500,98472.41500000,2100867147.42163350,2023-01-17 04:05:00
4496,1673899200,98406.05100000,2097692267.35170000,2023-01-17 04:00:00
4497,1673898900,98334.12000000,2096957121.73456980,2023-01-17 03:55:00
4498,1673898600,98192.37600000,2090869177.59360000,2023-01-17 03:50:00
4499,1673898300,98181.79000000,2095719904.44470450,2023-01-17 03:45:00
4500,1673898000,98045.18500000,2093382353.97200000,2023-01-17 03:40:00
4501,1673897700,98007.67800000,2090804263.86389370,2023-01-17 03:35:00
4502,1673897400,97963.01900000,2085923020.35530100,2023-01-17 03:30:00
4503,1673897100,97822.09400000,2082720421.14460000,2023-01-17 03:25:00
4504,1673896800,97404.78100000,2074987308.73930790,2023-01-17 03:20:00
4505,1673896500,97374.29200000,2079276699.41964580,2023-01-17 03:15:00
4506,1673896200,97232.61000000,2073777106.08000000,2023-01-17 03:10:00
4507,1673895900,97648.14700000,2088364432.11407970,2023-01-17 03:05:00
4508,1673895600,97294.49900000,2071078811.86330000,2023-01-17 03:00:00
4509,1673895300,97490.05200000,2066778402.30622530,2023-01-17 02:55:00
4510,1673895000,97296.57100000,2059192305.38820840,2023-01-17 02:50:00
4511,1673894700,97505.37500000,2061538478.23201730,2023-01-17 02:45:00
4512,1673894400,97516.05100000,2059090423.28540000,2023-01-17 02:40:00
4513,1673894100,97409.53900000,2055098118.33011410,2023-01-17 02:35:00
4514,1673893800,97342.81600000,2052666422.76135300,2023-01-17 02:30:00
4515,1673893500,97284.98900000,2051850256.95750980,2023-01-17 02:25:00
